Time (s),Acceleration x (m/s^2),Acceleration y (m/s^2),Acceleration z (m/s^2)
41.6,-0.0018,-0.0415,0.0659
41.62,0.0159,0.019,-0.0236
41.64,-0.0215,-0.0549,-0.0208
41.66,0.0026,0.0218,0.0264
41.68,-0.0316,-0.0128,-0.0339
41.7,-0.0189,-0.0341,0.0341
41.72,0.076,-0.0511,0.0024
41.74,0.0139,-0.0264,0.0122
41.76,0.0492,0.02,0.041
41.78,0.0497,-0.0714,0.0685
41.8,0.009,-0.0545,0.0349
41.82,-0.0103,-0.0201,0.0346
41.84,0.0327,-0.0196,0.0218
41.86,0.0312,-0.0023,0.0372
41.88,0.013,-0.0251,0.0339
41.9,-0.0087,-0.0149,0.0739
41.92,-0.0022,-0.03,0.0302
41.94,-0.0209,-0.0333,0.0263
41.96,0.0394,0.0364,0.06
41.98,0.0008,-0.0303,0.0423
42.0,-0.0051,-0.0323,0.0454
42.02,-0.0164,-0.0608,-0.0185
42.04,0.0283,-0.0302,0.0463
42.06,0.0281,0.0293,-0.0084
42.08,0.0421,-0.003,-0.0055
42.1,0.1072,-0.027,0.0638
42.12,-0.0189,0.0169,0.0261
42.14,0.0017,-0.0034,0.0127
42.16,0.048,-0.0874,-0.0006
42.18,0.0152,-0.0097,0.0156
42.2,0.0854,-0.0335,0.0274
42.22,0.0062,-0.0381,0.0295
42.24,-0.0065,0.0319,-0.0044
42.26,-0.0035,-0.0203,0.0475
42.28,-0.0016,-0.0734,0.0528
42.3,-0.0248,-0.0412,0.0132
42.32,0.029,-0.0367,0.0011
42.34,0.006,0.0188,0.0305
42.36,-0.0103,-0.0079,0.0198
42.38,-0.0059,0.0137,0.0269
42.4,-0.0342,-0.0437,0.0456
42.42,0.0003,-0.0066,0.0278
42.44,0.0415,-0.0603,-0.0126
42.46,-0.006,-0.0512,-0.0367
42.48,0.0158,-0.0264,0.004
42.5,0.0224,-0.0096,0.0094
42.52,-0.0313,0.0413,0.0261
42.54,-0.0083,-0.0085,0.0368
42.56,0.01,0.0405,-0.0195
42.58,0.01,-0.0468,-0.0478
42.6,0.0081,-0.0126,0.014
42.62,0.0485,-0.0146,0.0636
42.64,-0.0172,-0.0104,-0.0827
42.66,0.0269,0.0403,0.0471
42.68,-0.0083,-0.0407,-0.0126
42.7,0.0079,0.0204,0.0604
42.72,-0.0069,-0.0012,0.0259
42.74,-0.0178,-0.0115,-0.0009
42.76,-0.0024,0.0265,-0.0179
42.78,-0.005,-0.0633,0.0225
42.8,-0.011,-0.0625,-0.0113
42.82,0.0684,-0.0549,0.0025
42.84,0.0431,0.0101,0.051
42.86,-0.0149,-0.003,-0.0291
42.88,0.0197,-0.0284,0.0329
42.9,0.0351,0.0223,0.0419
42.92,0.0418,0.0054,0.0178
42.94,0.0296,-0.0238,0.029
42.96,-0.0609,-0.0518,-0.0038
42.98,0.0553,-0.0018,0.0436
43.0,-0.0027,-0.0246,-0.0815
43.02,0.0004,-0.0154,-0.0006
43.04,-0.0399,-0.0107,0.01
43.06,0.0034,-0.0644,-0.0566
43.08,0.0431,-0.013,0.0149
43.1,0.0335,-0.0233,-0.0229
43.12,0.052,-0.0065,-0.0538
43.14,0.0243,-0.0083,-0.0265
43.16,0.0154,-0.0279,0.0022
43.18,0.0492,0.0027,-0.0057
43.2,0.0068,0.0032,-0.0273
43.22,-0.03,-0.0388,0.0083
43.24,0.0072,0.0122,0.0705
43.26,0.038,0.0183,0.0113
43.28,0.076,-0.0668,0.0197
43.3,0.026,0.0192,-0.0102
43.32,0.0201,-0.0078,-0.0306
43.34,-0.0568,-0.0864,0.0047
43.36,-0.0042,-0.0458,0.0337
43.38,-0.0081,-0.0676,-0.0499
43.4,-0.0193,-0.0136,0.0014
43.42,-0.0047,-0.0093,0.0489
43.44,0.0223,-0.0292,0.0467
43.46,0.0601,-0.0169,0.0349
43.48,0.069,0.0127,0.0651
43.5,0.02,0.0147,0.0451
43.52,0.0622,0.027,0.0468
43.54,-0.025,-0.0103,0.0026
43.56,0.0383,0.0004,-0.0734
43.58,-0.0182,0.0648,0.0042
43.6,0.0533,-0.034,-0.0019
43.62,0.0249,0.0103,-0.0328
43.64,0.0104,0.0277,0.0284
43.66,-0.0233,0.0101,0.0678
43.68,-0.0169,-0.048,0.048
43.7,0.0389,-0.0479,0.0179
43.72,-0.0168,-0.0491,0.0393
43.74,-0.0035,-0.0097,0.0167
43.76,0.0234,-0.0168,0.0489
43.78,0.0221,-0.015,0.064
43.8,-0.0008,-0.0317,-0.041
43.82,-0.0578,-0.0191,0.0217
43.84,-0.0162,-0.0303,0.0344
43.86,0.0266,0.0039,0.0333
43.88,0.0059,-0.0152,0.0568
43.9,0.0405,-0.0504,0.0054
43.92,0.0706,-0.0338,0.0205
43.94,0.0188,-0.0317,0.0552
43.96,-0.0027,-0.0254,-0.002
43.98,0.0155,-0.0585,0.0396
44.0,-0.0296,0.0076,-0.0018
44.02,-0.0154,-0.0129,0.0106
44.04,0.0329,-0.0158,-0.0164
44.06,0.0183,-0.0244,-0.0526
44.08,-0.0424,-0.035,0.0537
44.1,0.0445,0.0454,0.0664
44.12,-0.0188,-0.0141,-0.0191
44.14,0.0125,0.0038,0.0018
44.16,0.0238,-0.0272,0.0235
44.18,-0.0408,-0.0377,0.0283
44.2,0.0276,0.0072,0.0583
44.22,0.0007,0.0377,0.0294
44.24,0.0322,-0.0243,-0.0136
44.26,0.031,-0.0319,-0.0366
44.28,0.0167,-0.0902,-0.0306
44.3,0.0294,-0.0053,0.0068
44.32,0.0082,-0.0249,0.0162
44.34,-0.0089,-0.0319,-0.0291
44.36,0.0066,-0.0669,-0.0275
44.38,-0.0056,0.0011,0.0076
44.4,-0.0416,-0.0247,-0.022
44.42,-0.0076,-0.0512,0.0119
44.44,0.0098,-0.0423,0.0289
44.46,0.0174,-0.0224,0.0223
44.48,0.0113,-0.0648,0.0126
44.5,-0.012,-0.0404,0.0116
44.52,0.0188,0.0068,0.0218
44.54,0.0035,0.0258,0.06
44.56,-0.0084,-0.0212,0.025
44.58,-0.0057,-0.0104,-0.0308
44.6,0.0134,0.0103,-0.0063
44.62,-0.0012,-0.0128,0.0238
44.64,-0.0134,-0.0248,-0.005
44.66,0.0429,-0.0157,-0.0165
44.68,0.0286,-0.0539,0.0275
44.7,0.0284,-0.0432,-0.0304
44.72,0.0422,-0.0657,-0.028
44.74,-0.0368,-0.0666,0.0319
44.76,0.0118,0.0071,-0.0047
44.78,0.0168,-0.0478,0.0137
44.8,0.0024,-0.0619,0.054
44.82,0.0171,-0.0176,0.0305
44.84,0.0497,-0.0479,-0.0203
44.86,-0.01,-0.0045,-0.0563
44.88,-0.0245,-0.0277,0.0206
44.9,0.0769,-0.0709,0.0376
44.92,-0.0031,0.0356,0.0181
44.94,-0.0045,-0.0208,0.0487
44.96,-0.0258,-0.0299,0.0461
44.98,0.001,-0.0097,0.0219
45.0,0.0143,0.052,-0.036
45.02,-0.0061,-0.0367,0.0182
45.04,-0.0283,0.0456,0.0741
45.06,0.0239,-0.083,-0.0096
45.08,-0.025,-0.025,-0.0242
45.1,0.0002,-0.0066,-0.0132
45.12,0.0297,-0.0054,0.0108
45.14,0.0213,-0.0133,-0.005
45.16,-0.0307,0.0187,-0.0049
45.18,-0.0352,0.0114,0.0223
45.2,-0.0307,-0.0173,0.0191
45.22,0.0201,-0.0198,-0.0457
45.24,-0.0008,0.0137,-0.0059
45.26,0.0232,-0.019,0.0086
45.28,0.0128,-0.0237,-0.0291
45.3,0.0074,-0.0032,-0.0045
45.32,0.0025,-0.0303,0.0422
45.34,-0.0229,-0.054,0.0376
45.36,0.0258,-0.013,0.0095
45.38,0.0368,-0.0373,-0.0361
45.4,0.0275,0.0186,0.0224
45.42,0.0052,-0.0306,-0.0125
45.44,-0.0108,-0.0176,0.0199
45.46,0.0246,-0.0798,0.03
45.48,-0.0228,0.0276,0.0267
45.5,0.0091,0.0197,-0.037
45.52,-0.0138,-0.004,0.0326
45.54,0.0636,-0.0476,0.0411
45.56,-0.0098,-0.0091,0.0515
45.58,0.0071,-0.0298,0.0074
45.6,0.0229,0.0047,0.0502
45.62,0.0427,-0.0297,0.0244
45.64,0.0112,-0.0035,0.0367
45.66,0.0482,-0.016,0.0108
45.68,-0.0579,-0.0683,-0.0172
45.7,-0.0141,-0.0189,0.0457
45.72,-0.0376,0.0099,0.025
45.74,0.0271,-0.0296,0.0057
45.76,0.0167,0.0258,-0.0227
45.78,-0.0231,-0.0465,-0.0148
45.8,0.0337,-0.0201,-0.0139
45.82,-0.0095,-0.0499,0.0015
45.84,0.029,-0.0085,0.04
45.86,-0.0067,-0.017,-0.0292
45.88,0.0407,0.0014,0.0082
45.9,0.0012,-0.0537,-0.0024
45.92,-0.0068,0.0025,-0.0153
45.94,0.0255,-0.036,0.0448
45.96,0.0073,-0.017,0.0041
45.98,0.0134,0.0138,0.0083
46.0,-0.0117,-0.0138,0.0158
46.02,-0.0089,-0.0034,0.0184
46.04,0.0463,-0.0142,0.0601
46.06,0.0195,0.0138,-0.0082
46.08,-0.0346,-0.0347,-0.024
46.1,-0.0124,0.0014,-0.006
46.12,-0.0129,-0.0588,-0.0064
46.14,0.0013,0.0232,0.0082
46.16,0.0029,-0.0466,0.0397
46.18,0.0736,-0.0368,0.0144
46.2,0.0382,-0.0444,0.0062
46.22,-0.0285,-0.0443,-0.0296
46.24,0.0697,-0.0117,0.0233
46.26,-0.021,0.0034,0.0381
46.28,-0.1109,-0.0356,0.0073
46.3,0.0139,-0.0263,0.0186
46.32,0.0284,0.0392,0.0127
46.34,-0.0549,-0.019,0.0316
46.36,0.0279,0.0075,0.0374
46.38,0.0049,-0.0166,0.0226
46.4,-0.0097,-0.0187,0.0654
46.42,0.0636,-0.0324,0.0402
46.44,-0.0385,-0.0054,-0.0024
46.46,0.0103,-0.0393,-0.0203
46.48,-0.0055,-0.0108,0.0185
46.5,0.0154,0.0244,0.0357
46.52,0.0002,-0.1038,0.0127
46.54,-0.059,0.0154,0.0022
46.56,0.0108,-0.0123,-0.0172
46.58,0.0093,-0.0212,0.0273
46.6,0.0569,-0.0407,0.0422
46.62,-0.0183,-0.021,0.032
46.64,0.0258,-0.0214,0.037
46.66,-0.0526,0.0186,0.0354
46.68,0.0547,-0.0316,0.026
46.7,-0.0057,-0.0164,-0.017
46.72,0.0513,-0.0356,-0.0042
46.74,0.0202,-0.0484,0.0028
46.76,0.0281,-0.0205,0.0193
46.78,-0.019,0.0217,0.0148
46.8,-0.0255,-0.0177,-0.0186
46.82,0.011,-0.0175,0.0535
46.84,0.0279,-0.0994,-0.0117
46.86,0.026,-0.0284,0.0087
46.88,0.0018,-0.0626,-0.0019
46.9,0.0326,-0.0145,-0.0054
46.92,0.0012,-0.0049,0.0085
46.94,0.0429,-0.0781,-0.0026
46.96,0.0127,-0.0526,0.0793
46.98,0.0123,-0.0227,-0.0215
47.0,-0.0251,-0.0106,0.0026
47.02,-0.0178,-0.0366,0.0294
47.04,0.0032,0.0154,0.0138
47.06,-0.0146,-0.0712,0.0078
47.08,0.0225,0.0234,0.0567
47.1,0.0043,-0.0693,0.034
47.12,0.0757,-0.0297,0.0244
47.14,0.0014,-0.0193,-0.0647
47.16,-0.0407,0.0251,0.0458
47.18,0.0053,-0.0398,-0.0562
47.2,-0.0331,-0.0135,-0.0163
47.22,0.0338,-0.0374,0.0117
47.24,-0.0037,-0.0454,0.0493
47.26,0.0331,0.0551,0.0637
47.28,-0.0019,0.0216,0.0493
47.3,-0.0121,-0.0161,-0.0076
47.32,-0.0112,0.0226,0.0544
47.34,-0.0248,-0.0503,0.0101
47.36,0.0503,-0.0187,0.0472
47.38,0.0025,-0.0386,0.0363
47.4,0.0113,-0.0533,0.0337
47.42,-0.0228,0.0123,-0.0212
47.44,0.0471,-0.0239,-0.0011
47.46,-0.0059,-0.0072,0.0191
47.48,-0.0229,-0.0069,0.0344
47.5,0.0043,-0.0175,-0.0139
47.52,0.0327,0.0435,0.0405
47.54,0.0066,-0.0573,0.0401
47.56,0.0035,-0.0168,0.0019
47.58,0.0394,0.0074,0.0438
47.6,0.0172,-0.0208,0.0039
47.62,0.0037,-0.0396,0.005
47.64,0.072,-0.0016,0.0552
47.66,-0.0384,-0.0172,-0.0143
47.68,0.074,-0.0948,0.0866
47.7,-0.017,-0.0511,-0.0267
47.72,-0.0116,-0.051,0.0374
47.74,0.0084,-0.0238,-0.0025
47.76,0.0038,0.0068,0.0058
47.78,0.0207,0.0345,0.0599
47.8,0.0676,-0.0259,0.0579
47.82,0.0382,-0.0274,0.0363
47.84,0.0165,-0.048,-0.0373
47.86,-0.0028,-0.0106,0.0594
47.88,-0.013,-0.0082,0.0116
47.9,-0.0107,-0.0153,-0.0185
47.92,-0.0151,0.0299,-0.0211
47.94,-0.0089,-0.0515,0.0298
47.96,0.0016,-0.0423,-0.0258
47.98,0.0312,-0.059,-0.0089
48.0,-0.0203,-0.0341,0.0297
48.02,-0.0182,0.0008,-0.011
48.04,0.0718,-0.0121,-0.0129
48.06,0.0495,-0.0061,0.0099
48.08,-0.0235,-0.0511,-0.0065
48.1,0.0358,-0.0059,0.0512
48.12,0.0057,0.0121,0.018
48.14,-0.0546,-0.0037,0.0162
48.16,0.013,-0.0173,0.026
48.18,-0.0225,-0.005,0.0402
48.2,0.0013,-0.0441,-0.0629
48.22,0.0391,0.0074,0.0555
48.24,-0.0269,-0.0618,0.0275
48.26,0.0148,-0.0308,0.0141
48.28,-0.0014,0.0122,0.0553
48.3,0.003,0.017,-0.0113
48.32,0.0066,-0.0488,0.0324
48.34,0.0002,-0.0708,0.0083
48.36,0.0159,-0.002,0.0057
48.38,-0.0476,-0.0445,-0.0015
48.4,0.0248,-0.0161,0.0488
48.42,-0.0065,-0.0038,0.0306
48.44,-0.0004,-0.0199,0.0443
48.46,-0.0336,-0.0418,0.0165
48.48,-0.0435,0.0212,0.0315
48.5,0.027,-0.0363,0.0268
48.52,-0.0245,-0.04,-0.046
48.54,0.0218,-0.0027,0.0711
48.56,-0.0069,-0.0221,0.0384
48.58,0.0061,-0.0249,0.032
48.6,0.0784,-0.0324,0.0301
48.62,-0.0124,-0.0536,0.0144
48.64,-0.0093,-0.0501,-0.003
48.66,-0.0246,-0.0471,-0.0068
48.68,0.0226,-0.0127,-0.0059
48.7,-0.0013,-0.0627,0.0536
48.72,-0.0161,-0.0867,0.0118
48.74,0.071,-0.0276,-0.0434
48.76,0.0126,0.0266,0.0492
48.78,0.0129,-0.009,0.0767
48.8,-0.0089,0.0028,-0.0006
48.82,0.0506,-0.0101,0.0002
48.84,0.0279,0.0103,-0.0108
48.86,0.1034,-0.0518,0.0962
48.88,-0.001,-0.0089,0.0097
48.9,0.0114,0.0164,0.0315
48.92,-0.0051,-0.0466,0.0256
48.94,0.0415,0.0091,-0.0316
48.96,0.0241,0.0124,0.0036
48.98,0.0343,-0.0282,-0.0165
49.0,0.0292,-0.0506,-0.0084
49.02,0.0271,-0.0451,0.0146
49.04,-0.0364,-0.0787,-0.0589
49.06,0.0548,0.0339,-0.0041
49.08,-0.0107,0.0257,0.029
49.1,0.0369,-0.0486,0.0119
49.12,0.0414,-0.0312,0.0275
49.14,0.0721,-0.0183,0.0313
49.16,0.0532,-0.0566,0.0367
49.18,0.0486,-0.043,0.0002
49.2,0.0285,-0.0374,0.039
49.22,0.0273,-0.0438,0.0577
49.24,0.0047,-0.0484,0.0202
49.26,0.0243,0.0078,-0.021
49.28,-0.019,-0.0566,0.0131
49.3,0.0466,-0.0406,0.0285
49.32,0.0073,-0.0487,0.0461
49.34,0.0212,-0.0313,-0.0254
49.36,0.0041,-0.0138,-0.0355
49.38,-0.0088,-0.0294,-0.0256
49.4,-0.0026,0.0292,0.011
49.42,0.0194,0.0276,0.0177
49.44,-0.0206,-0.0001,0.0377
49.46,-0.0528,-0.0512,-0.033
49.48,0.0463,-0.0272,0.0519
49.5,0.027,-0.0173,0.0198
49.52,0.0117,-0.0783,-0.0171
49.54,-0.0156,-0.0333,0.0482
49.56,0.0267,-0.0436,-0.036
49.58,-0.0231,-0.0319,0.0435
49.6,-0.0194,-0.043,0.0676
49.62,-0.0129,-0.0514,0.0171
49.64,0.0166,-0.0573,-0.0062
49.66,0.0723,0.0307,0.0494
49.68,-0.0232,-0.0216,-0.0571
49.7,-0.0254,0.0044,0.0336
49.72,0.0572,0.0073,-0.0519
49.74,-0.0022,-0.0261,0.0699
49.76,0.0294,-0.0136,-0.0074
49.78,-0.0113,-0.0307,0.0351
49.8,-0.0097,-0.0568,-0.0231
49.82,0.0503,-0.0377,-0.0009
49.84,0.0316,-0.0464,0.0248
49.86,0.048,0.0187,-0.0191
49.88,-0.0324,-0.0013,0.0371
49.9,-0.0162,-0.0287,0.0036
49.92,0.0245,-0.005,0.0163
49.94,-0.0433,-0.0251,0.0315
49.96,0.0212,0.0004,0.0532
49.98,0.0148,-0.0112,0.0276
50.0,0.0467,0.0111,0.0279
50.02,-0.0162,-0.0217,0.0309
50.04,0.0014,0.0162,0.0318
50.06,0.0782,0.0115,-0.0075
50.08,0.0244,-0.0653,0.0112
50.1,0.0419,0.004,0.0064
50.12,-0.0195,-0.0383,0.0213
50.14,0.0263,0.0053,0.0249
50.16,0.0189,0.0042,-0.0354
50.18,0.0305,-0.0674,0.0413
50.2,0.0256,-0.0289,0.024
50.22,0.0197,-0.0565,0.0456
50.24,-0.0052,-0.0072,0.0319
50.26,0.0056,-0.0344,-0.0089
50.28,0.0288,-0.0659,0.0252
50.3,0.016,-0.0307,-0.0118
50.32,-0.0273,-0.0011,0.0221
50.34,0.0225,0.0332,0.006
50.36,-0.0306,-0.0276,-0.0479
50.38,0.0043,-0.0477,-0.0245
50.4,-0.0341,-0.0184,0.0554
50.42,-0.0104,-0.0211,-0.0171
50.44,0.0085,-0.0218,0.0407
50.46,0.0291,-0.0107,0.0116
50.48,0.004,-0.0644,-0.0024
50.5,0.0264,-0.0171,0.04
50.52,0.0073,-0.0214,0.0465
50.54,0.0047,-0.0396,0.0049
50.56,-0.0102,-0.0085,0.0165
50.58,0.0095,-0.0147,0.0285
50.6,-0.0152,0.0299,-0.0176
50.62,-0.023,-0.0487,0.0448
50.64,0.0521,-0.0672,0.036
50.66,-0.0132,0.061,-0.0096
50.68,0.0204,-0.0323,0.024
50.7,-0.0571,-0.0021,-0.018
50.72,0.0076,-0.0232,0.0086
50.74,0.0343,0.0393,0.0553
50.76,0.0231,-0.0311,-0.0254
50.78,0.0772,0.0229,-0.015
50.8,0.0401,-0.0107,0.01
50.82,0.0218,-0.0087,-0.0488
50.84,0.0265,-0.0274,0.0077
50.86,-0.0116,-0.051,0.0061
50.88,-0.0107,-0.0231,-0.0127
50.9,-0.0187,-0.0625,-0.0104
50.92,0.0242,0.0184,0.0309
50.94,0.0149,-0.017,0.0374
50.96,-0.0009,-0.002,0.0219
50.98,-0.0003,-0.0438,-0.0118
51.0,0.0471,-0.0281,0.0618
51.02,0.0095,-0.0242,0.0301
51.04,0.0566,0.0361,-0.0083
51.06,-0.0189,-0.0419,0.0144
51.08,0.0397,0.0273,0.0271
51.1,0.0127,0.0144,0.023
51.12,-0.0128,-0.0159,0.006
51.14,0.0232,-0.0298,0.0154
51.16,0.021,-0.0231,-0.0206
51.18,-0.0117,-0.0256,-0.0025
51.2,-0.0035,-0.0423,-0.0212
51.22,0.0582,-0.034,0.0529
51.24,0.0134,-0.0459,0.0145
51.26,-0.0194,-0.0065,0.0203
51.28,0.0027,-0.0444,-0.0272
51.3,-0.05,0.029,-0.0276
51.32,0.0561,0.006,0.013
51.34,0.0154,-0.0354,0.0429
51.36,0.0343,0.0035,-0.0135
51.38,0.0439,-0.035,0.0265
51.4,0.0177,-0.0269,0.0105
51.42,0.0001,-0.0336,0.0129
51.44,0.0282,-0.0177,0.0331
51.46,0.0224,-0.0269,-0.0166
51.48,0.066,-0.0165,0.0409
51.5,0.0701,-0.0331,0.0802
51.52,0.0148,-0.0965,0.0405
51.54,-0.0056,-0.0394,-0.0033
51.56,0.0221,-0.0489,0.0036
51.58,0.0055,-0.0613,0.0245
51.6,0.0392,-0.0063,0.022
51.62,0.0219,-0.016,-0.0164
51.64,-0.0215,-0.0127,-0.0344
51.66,0.0387,-0.0523,0.0589
51.68,0.0224,0.0241,0.0674
51.7,0.0003,-0.0389,0.0376
51.72,0.0736,-0.0148,0.0757
51.74,0.0195,-0.0058,0.0117
51.76,0.0076,-0.029,-0.0329
51.78,-0.0073,-0.0369,-0.0052
51.8,0.0599,-0.0514,0.0352
51.82,0.026,-0.0214,-0.0094
51.84,0.0014,-0.0088,-0.0117
51.86,0.0221,-0.0249,0.0048
51.88,0.0464,-0.0734,-0.0084
51.9,-0.0156,-0.0161,0.0857
51.92,0.01,0.0166,0.013
51.94,0.0486,0.0177,0.0511
51.96,0.0417,0.0194,0.007
51.98,0.0321,0.0283,0.0472
52.0,-0.0014,-0.0761,0.0289
52.02,-0.0166,0.0007,0.0473
52.04,-0.0207,0.0061,0.0496
52.06,-0.0307,-0.0596,0.0228
52.08,0.0118,-0.0367,0.0047
52.1,0.0168,-0.0509,0.0404
52.12,0.0004,-0.0189,0.0093
52.14,0.0213,-0.0335,0.0103
52.16,0.0018,-0.0133,-0.0176
52.18,0.0423,-0.0155,0.0107
52.2,0.0504,-0.0225,0.0215
52.22,0.0542,-0.0117,0.0426
52.24,0.0136,-0.0287,-0.0072
52.26,0.014,-0.0226,0.0469
52.28,0.0107,-0.0358,0.0243
52.3,0.0166,-0.0191,0.0603
52.32,-0.0336,-0.0024,0.0055
52.34,0.0426,-0.0121,-0.0368
52.36,-0.0564,-0.0355,-0.0054
52.38,0.0232,-0.0026,0.0367
52.4,0.0375,-0.0072,-0.0043
52.42,0.0152,0.007,-0.0284
52.44,0.0667,0.0075,-0.0189
52.46,0.0677,-0.0382,-0.0448
52.48,-0.0468,-0.0313,-0.0121
52.5,0.0029,-0.0234,0.0312
52.52,0.0395,-0.0041,0.0057
52.54,-0.0149,0.0147,0.0299
52.56,-0.0368,-0.0105,-0.0388
52.58,-0.0262,0.0124,0.0112
52.6,0.0316,-0.0227,-0.0104
52.62,0.0292,0.0234,0.0467
52.64,0.0275,-0.011,0.0047
52.66,0.0453,-0.0305,0.0005
52.68,0.0039,-0.0143,0.019
52.7,0.0576,0.0231,0.0001
52.72,-0.0129,0.0281,0.0011
52.74,-0.0126,-0.0548,0.0432
52.76,0.0652,-0.0971,-0.0244
52.78,-0.025,-0.0702,-0.0101
52.8,0.019,-0.0155,-0.0112
52.82,-0.0038,-0.0487,0.0235
52.84,-0.0101,-0.0194,0.045
52.86,0.0117,-0.017,-0.0208
52.88,0.0197,-0.0712,0.0088
52.9,-0.0244,0.0203,0.0344
52.92,-0.0038,-0.0386,0.0384
52.94,-0.0081,-0.0211,0.0508
52.96,-0.0159,-0.0255,0.0037
52.98,0.0684,-0.0088,0.0555
53.0,-0.0065,-0.0347,0.0168
53.02,0.0427,-0.0729,-0.0469
53.04,0.0079,-0.0441,0.0674
53.06,-0.0335,0.0113,-0.0568
53.08,-0.0641,-0.0411,-0.0605
53.1,0.0094,-0.0423,0.0517
53.12,0.0272,-0.0274,-0.0052
53.14,-0.001,-0.0463,-0.0054
53.16,-0.0422,-0.0177,0.0507
53.18,0.0212,0.0274,0.0485
53.2,0.008,-0.0445,0.0006
53.22,-0.011,-0.0063,0.0395
53.24,0.102,-0.0316,-0.0038
53.26,0.0105,-0.0237,0.0175
53.28,-0.0178,-0.0269,0.0776
53.3,-0.0155,-0.0351,-0.0007
53.32,0.0108,-0.0767,0.0542
53.34,0.0468,0.0577,0.0271
53.36,-0.0359,-0.0186,0.0123
53.38,0.012,-0.056,-0.0011
53.4,-0.0167,-0.0072,0.0122
53.42,0.0323,-0.0242,-0.0356
53.44,0.0163,-0.0469,-0.0232
53.46,-0.0295,-0.006,0.0451
53.48,-0.0051,-0.0275,0.0441
53.5,-0.021,-0.0381,-0.0023
53.52,0.0072,-0.0523,-0.0154
53.54,0.0145,-0.0182,0.0081
53.56,-0.0118,0.0129,0.0139
53.58,-0.0294,-0.0257,-0.0517
53.6,0.0409,-0.0003,-0.009
53.62,0.0178,-0.0321,0.0205
53.64,-0.0155,0.008,0.0346
53.66,0.0361,0.0112,0.0291
53.68,-0.0339,-0.0373,0.0718
53.7,-0.0241,0.0001,0.0083
53.72,-0.0084,-0.0489,0.0543
53.74,0.0153,-0.0105,0.035
53.76,0.014,-0.0003,0.0104
53.78,0.0606,-0.0046,0.0478
53.8,-0.0092,-0.0262,0.0019
53.82,-0.0227,-0.02,-0.0096
53.84,-0.0487,-0.0479,0.0209
53.86,-0.0023,0.0055,-0.011
53.88,0.058,-0.0103,0.0461
53.9,0.0245,-0.0251,-0.0114
53.92,0.0603,-0.0394,0.0097
53.94,0.0086,-0.0595,0.007
53.96,0.0234,-0.027,0.0119
53.98,-0.0395,-0.0385,0.0408
54.0,0.0319,-0.0518,0.0019
54.02,-0.0359,0.0577,-0.0299
54.04,-0.0147,0.0069,-0.0098
54.06,0.0298,-0.0109,-0.0043
54.08,0.0227,0.0276,0.0484
54.1,-0.0387,-0.0081,-0.0064
54.12,-0.0287,-0.0123,-0.0182
54.14,-0.0066,-0.0073,-0.0184
54.16,-0.0088,0.0512,0.0417
54.18,-0.0079,-0.0388,-0.004
54.2,-0.0007,-0.0265,-0.0239
54.22,0.0179,0.0072,-0.0246
54.24,0.0466,0.0174,0.0299
54.26,0.0224,0.0261,0.0382
54.28,0.0261,-0.0366,-0.0066
54.3,0.0276,-0.0198,0.0925
54.32,-0.0096,0.0285,0.0281
54.34,-0.0162,-0.0004,0.0074
54.36,0.0386,0.0051,0.0195
54.38,0.0022,-0.045,0.0458
54.4,0.0119,0.0007,-0.0013
54.42,-0.0161,-0.0069,0.0097
54.44,0.0907,-0.0235,0.057
54.46,-0.0186,-0.0374,0.0321
54.48,-0.0061,-0.054,0.0064
54.5,-0.0077,-0.016,-0.0022
54.52,-0.0121,-0.0634,0.0152
54.54,0.0176,-0.0445,-0.0239
54.56,-0.032,-0.0664,-0.0208
54.58,0.0423,-0.0058,0.0777
54.6,0.0574,-0.079,0.0272
54.62,-0.0443,-0.0353,0.0649
54.64,-0.0007,-0.0578,0.0427
54.66,-0.0274,-0.0328,-0.0237
54.68,0.022,0.023,-0.0419
54.7,-0.012,-0.095,0.0147
54.72,0.019,-0.0026,0.0083
54.74,0.0367,0.0047,0.0309
54.76,0.0303,0.0227,0.0328
54.78,-0.023,-0.0594,-0.0009
54.8,0.0298,-0.0525,0.0657
54.82,0.0299,-0.0578,0.0065
54.84,0.0826,-0.0197,0.0517
54.86,0.0065,0.0355,0.0247
54.88,0.0474,-0.0673,0.0511
54.9,0.0033,-0.0089,-0.0085
54.92,0.0228,-0.024,0.0213
54.94,-0.0295,-0.0029,0.0158
54.96,-0.0043,-0.0307,-0.0351
54.98,0.0571,-0.0744,0.0747
55.0,0.0456,-0.0555,0.0069
55.02,0.0654,-0.0268,0.0038
55.04,-0.0543,-0.0259,-0.0341
55.06,-0.0242,-0.0039,-0.0254
55.08,0.0374,-0.0165,-0.0268
55.1,-0.0303,0.0102,0.0178
55.12,0.0231,-0.0219,0.0068
55.14,-0.0398,-0.0182,-0.0101
55.16,0.0546,-0.0533,0.0201
55.18,-0.0021,-0.0537,-0.0249
55.2,-0.0125,-0.063,-0.0178
55.22,0.0115,0.0104,0.0117
55.24,0.0469,-0.0039,0.016
55.26,-0.0252,-0.0186,0.0428
55.28,-0.0115,-0.0587,-0.016
55.3,0.0316,-0.0861,0.0087
55.32,0.0301,-0.0432,0.0213
55.34,0.0248,0.0157,0.0427
55.36,0.0094,-0.0079,0.0585
55.38,0.0219,-0.0121,0.0014
